Datetime,F1_score
2019-08-01,12.441307592498926
2019-08-02,15.809033552053199
2019-08-03,9.486293147595912
2019-08-04,9.568835450526166
2019-08-05,7.191617126134914
2019-08-06,9.700903135214567
2019-08-07,7.884972470749028
2019-08-08,4.665822656469209
2019-08-09,8.8259547241539
2019-08-10,16.79954118721622
2019-08-11,24.178823069180723
2019-08-12,37.56718460446756
2019-08-13,26.787159841776685
2019-08-14,8.198633221883988
2019-08-15,12.375273750154726
2019-08-16,7.5052778772698705
2019-08-17,5.689347212804332
2019-08-18,2.585756622626866
2019-08-19,10.72442769154969
2019-08-20,21.289842466621916
2019-08-21,20.084724843840238
2019-08-22,14.290255178136567
2019-08-23,10.361241558656584
2019-08-24,5.788397976320634
2019-08-25,10.906020757996243
2019-08-26,4.434704208264505
2019-08-27,9.271683159977258
2019-08-28,12.259714526052374
2019-08-29,13.910560584657409
2019-08-30,10.229173873968179
2019-08-31,4.979483407604167
2019-09-01,8.36371782774449
2019-09-02,9.238666238805159
2019-09-03,18.21926879761655
2019-09-04,9.519310068768014
2019-09-05,12.276222986638423
2019-09-06,14.48835670516917
2019-09-07,15.445847419160092
2019-09-08,15.297271273885638
2019-09-09,21.785096284203426
2019-09-10,40.05996215296116
2019-09-11,27.942752082800208
2019-09-12,23.83214539687367
2019-09-13,24.641059965590138
2019-09-14,17.096693477765125
2019-09-15,23.815636936287618
2019-09-16,6.8614479144139064
2019-09-17,15.47886434033219
2019-09-18,9.81646235931692
2019-09-19,23.006722367571154
2019-09-20,5.986499503353238
2019-09-21,0.05996215296116197
2019-09-22,3.9064334695108944
2019-09-23,4.63280573529711
2019-09-24,13.811509821141106
2019-09-25,4.0880265359574475
2019-09-26,6.08555026686954
2019-09-27,5.194093395222821
2019-09-28,17.65798113769084
2019-09-29,12.936561410080436
2019-09-30,15.990626618499752
