Datetime,F1_score
2019-08-01,12.44144004229115
2019-08-02,15.82379298346762
2019-08-03,9.467583833140823
2019-08-04,9.581962918108143
2019-08-05,7.180002133794419
2019-08-06,9.680002133794417
2019-08-07,7.833596905036247
2019-08-08,4.63098252595128
2019-08-09,8.7813093233369
2019-08-10,16.755165532487226
2019-08-11,24.09176683967677
2019-08-12,37.6375184736637
2019-08-13,26.722485793925134
2019-08-14,8.193074029219254
2019-08-15,12.32706095732383
2019-08-16,7.44144004229115
2019-08-17,5.676734159938208
2019-08-18,2.5721589965395157
2019-08-19,10.644054421376117
2019-08-20,21.330328931180038
2019-08-21,20.05581912725847
2019-08-22,14.206145924644092
2019-08-23,10.349936774317293
2019-08-24,5.774773375624482
2019-08-25,10.954511937715985
2019-08-26,4.418564225297686
2019-08-27,9.222485793925138
2019-08-28,12.163662264513372
2019-08-29,13.846668800461083
2019-08-30,10.17019821222579
2019-08-31,4.941440042291149
2019-09-01,8.35647272202971
2019-09-02,9.206145924644092
2019-09-03,18.2094138985003
2019-09-04,9.451243963859778
2019-09-05,12.278041349480693
2019-09-06,14.418564225297686
2019-09-07,15.398956382160431
2019-09-08,15.251897558631018
2019-09-09,21.73882566320618
2019-09-10,40.039479257977426
2019-09-11,27.866276643598336
2019-09-12,23.89568840830422
2019-09-13,24.63098252595128
2019-09-14,17.049283179546048
2019-09-15,23.84666880046108
2019-09-16,6.836864878892458
2019-09-17,15.48065572856566
2019-09-18,9.7453616109186
2019-09-19,23.09503481353298
2019-09-20,5.970851806997033
2019-09-21,0.03947925797742427
2019-09-22,3.879348539023176
2019-09-23,4.598302787389189
2019-09-24,13.7813093233369
2019-09-25,4.059087101114679
2019-09-26,6.036211284121216
2019-09-27,5.186538081506836
2019-09-28,17.588498865820558
2019-09-29,12.931636120722523
2019-09-30,16.003531545559124
