Datetime,F1_score
2019-08-01,12.478342154562428
2019-08-02,15.845345521565795
2019-08-03,9.5490492252695
2019-08-04,9.582719258939532
2019-08-05,7.2258169020371765
2019-08-06,9.80157447779475
2019-08-07,7.932887609107883
2019-08-08,4.734234410454685
2019-08-09,8.993493669713944
2019-08-10,16.93962161584189
2019-08-11,24.363864040084312
2019-08-12,37.495177171397444
2019-08-13,26.956456632676908
2019-08-14,8.252752928973202
2019-08-15,12.495177171397446
2019-08-16,7.646692322912598
2019-08-17,5.727500403720678
2019-08-18,2.6298573060775805
2019-08-19,10.912685588905864
2019-08-20,21.350396026616302
2019-08-21,20.25611993234021
2019-08-22,14.464874141094414
2019-08-23,10.441305117525392
2019-08-24,5.87901555523583
2019-08-25,10.895850572070847
2019-08-26,4.49854417476445
2019-08-27,9.397534073754349
2019-08-28,12.461507137727411
2019-08-29,14.027163703383978
2019-08-30,10.357130033350305
2019-08-31,5.087769763990039
2019-09-01,8.387433063653338
2019-09-02,9.33019400641428
2019-09-03,18.26958794580822
2019-09-04,9.666894343114617
2019-09-05,12.326827003047278
2019-09-06,14.666894343114619
2019-09-07,15.660160336380608
2019-09-08,15.441305117525392
2019-09-09,21.922786599006873
2019-09-10,40.12143979766007
2019-09-11,28.050732726953
2019-09-12,23.74096841718869
2019-09-13,24.717399393619665
2019-09-14,17.225816902037174
2019-09-15,23.774638450858724
2019-09-16,6.973291649511924
2019-09-17,15.54231521853549
2019-09-18,9.936254612474887
2019-09-19,22.966557642777914
2019-09-20,6.081035757256032
2019-09-21,0.1214397976600723
2019-09-22,3.9934936697139443
2019-09-23,4.734234410454685
2019-09-24,13.875648551868826
2019-09-25,4.17867885489913
2019-09-26,6.2325509087711835
2019-09-27,5.289789966010241
2019-09-28,17.764537440757717
2019-09-29,13.000227676447947
2019-09-30,16.013695689915963
