Datetime,F1_score
2019-08-01,12.421214467455108
2019-08-02,15.787855512804837
2019-08-03,9.423520385979321
2019-08-04,9.607993867916292
2019-08-05,7.179093022412832
2019-08-06,9.577248287593465
2019-08-07,7.7478862583851615
2019-08-08,4.581091485133817
2019-08-09,8.470407395971634
2019-08-10,16.47963107006848
2019-08-11,23.65872407544896
2019-08-12,37.863182184595765
2019-08-13,26.333589563535046
2019-08-14,8.16295159274335
2019-08-15,12.083013083903994
2019-08-16,7.148347442090004
2019-08-17,5.657186796432817
2019-08-18,2.598001554311373
2019-08-19,10.253651054695693
2019-08-20,21.322059970913983
2019-08-21,19.754035374449728
2019-08-22,13.774020001659567
2019-08-23,10.207532684211449
2019-08-24,5.687932376755646
2019-08-25,11.129900093896309
2019-08-26,4.396618003196845
2019-08-27,8.962336681136891
2019-08-28,11.68332053970722
2019-08-29,13.589546519722594
2019-08-30,9.869331300660335
2019-08-31,4.750192176909374
2019-09-01,8.37817065500315
2019-09-02,9.039200631943963
2019-09-03,18.170637987824055
2019-09-04,9.146810163073862
2019-09-05,12.282859356002378
2019-09-06,14.050730224565022
2019-09-07,14.988470424411299
2019-09-08,15.00384321457271
2019-09-09,21.41429671188247
2019-09-10,40.00000001703235
2019-09-11,27.50192161580253
2019-09-12,24.212144521259873
2019-09-13,24.5657186949724
2019-09-14,16.848578033942424
2019-09-15,24.089162199968555
2019-09-16,6.687163737247576
2019-09-17,15.465026919415141
2019-09-18,9.485011546624978
2019-09-19,23.320522691897846
2019-09-20,5.8416602783697895
2019-09-21,1.7032357016037144e-08
2019-09-22,3.766333606578859
2019-09-23,4.473481954003916
2019-09-24,13.620292100045424
2019-09-25,3.904688718031588
2019-09-26,5.749423537401304
2019-09-27,5.0422751899762455
2019-09-28,17.279016158462024
2019-09-29,12.882398172297536
2019-09-30,15.987701784903225
