Datetime,F1_score
2019-08-01,12.496632380969178
2019-08-02,15.834158586419912
2019-08-03,9.544850410319281
2019-08-04,9.578393387258485
2019-08-05,7.230385001514252
2019-08-06,9.762879760424104
2019-08-07,7.934787517237522
2019-08-08,4.697890242604399
2019-08-09,8.957848313883224
2019-08-10,16.90753384847442
2019-08-11,24.33730324050796
2019-08-12,37.536464666084484
2019-08-13,26.92011246482662
2019-08-14,8.23667430969035
2019-08-15,12.496632380969178
2019-08-16,7.632900724784692
2019-08-17,5.687408062310897
2019-08-18,2.6014541839041887
2019-08-19,10.869797999417814
2019-08-20,21.35197829291886
2019-08-21,20.211517076985945
2019-08-22,14.42535355497337
2019-08-23,10.433739299208172
2019-08-24,5.855122947006914
2019-08-25,10.903340976357018
2019-08-26,4.479860892499577
2019-08-27,9.377135525623265
2019-08-28,12.396003450151568
2019-08-29,14.02283783170293
2019-08-30,10.333110368390562
2019-08-31,5.066862988935636
2019-09-01,8.404389194386368
2019-09-02,9.32682106021446
2019-09-03,18.282795902981757
2019-09-04,9.645479341136891
2019-09-05,12.312146007803559
2019-09-06,14.62661141660859
2019-09-07,15.599357747845486
2019-09-08,15.398099886210266
2019-09-09,21.922208900885316
2019-09-10,40.10250240193354
2019-09-11,28.077345169229133
2019-09-12,23.783844121011107
2019-09-13,24.7062759868392
2019-09-14,17.175877663988043
2019-09-15,23.783844121011107
2019-09-16,6.945269697531023
2019-09-17,15.532271793967082
2019-09-18,9.93059464512012
2019-09-19,22.995584162939828
2019-09-20,6.0563808086421345
2019-09-21,0.10250240193353893
2019-09-22,3.976716238411526
2019-09-23,4.714661731074001
2019-09-24,13.888665923946116
2019-09-25,4.161202611577146
2019-09-26,6.1905527163989476
2019-09-27,5.268120850570856
2019-09-28,17.762879760424106
2019-09-29,12.983005546587625
2019-09-30,16.035416448055134
