Datetime,F1_score
2019-08-01,12.453738714960945
2019-08-02,15.796774057996288
2019-08-03,9.509871771094002
2019-08-04,9.55976782099005
2019-08-05,7.19802145924369
2019-08-06,9.726087987310217
2019-08-07,7.8965661577883886
2019-08-08,4.669954931177162
2019-08-09,8.894487155709385
2019-08-10,16.861223122445352
2019-08-11,24.212574473796707
2019-08-12,37.51818777941001
2019-08-13,26.84043310165533
2019-08-14,8.195942457164687
2019-08-15,12.420474681696913
2019-08-16,7.547293808516039
2019-08-17,5.66787592909816
2019-08-18,2.6075848688070993
2019-08-19,10.807169068391298
2019-08-20,21.31860357982581
2019-08-21,20.137730398952627
2019-08-22,14.333156594378824
2019-08-23,10.391368652590883
2019-08-24,5.834196095418326
2019-08-25,10.906961168183399
2019-08-26,4.453738714960946
2019-08-27,9.310287571509802
2019-08-28,12.320682581904812
2019-08-29,13.933988195210425
2019-08-30,10.274944536166766
2019-08-31,5.019227280449511
2019-09-01,8.362262623484852
2019-09-02,9.277023538245768
2019-09-03,18.25831251953475
2019-09-04,9.55976782099005
2019-09-05,12.270786532008762
2019-09-06,14.549372810595042
2019-09-07,15.530661791884022
2019-09-08,15.34770960893184
2019-09-09,21.834196095418328
2019-09-10,40.07951834074057
2019-09-11,27.97141023263246
2019-09-12,23.78014204136427
2019-09-13,24.66163892286115
2019-09-14,17.143967405189635
2019-09-15,23.78014204136427
2019-09-16,6.915277176499408
2019-09-17,15.49739775861999
2019-09-18,9.842512103734334
2019-09-19,22.981805243027473
2019-09-20,6.017148278370509
2019-09-21,0.07951834074057094
2019-09-22,3.93814619936843
2019-09-23,4.669954931177162
2019-09-24,13.817564078786308
2019-09-25,4.121098382320613
2019-09-26,6.1335723947946255
2019-09-27,5.252075513297744
2019-09-28,17.676191937414167
2019-09-29,12.952699213921445
2019-09-30,15.996358257580487
